sentence	lemma
"Considering the way I played today , it 's something of a miracle , "" Browne said after hitting just nine fairways and 10 greens ."	"consider the way I play today , it be something of a miracle , "" Browne say after hit just nine fairway and 10 green ."
Simon Zwane , spokesperson for the Gauteng Health Department , said Rebecca Magobe would be kept in an isolated ward designed for patients who were a danger to others and themselves .	Simon Zwane , spokesperson for the Gauteng Health Department , say Rebecca Magobe would be keep in a isolate ward design for patient who be a danger to other and themselves .
In the Bloomberg tables , small value funds boast a 13.8 percent - per - annum gain for the last five years ; mid - cap value funds 11.4 percent , and large value funds 3.8 percent .	in the Bloomberg table , small value fund boast a 13.8 percent - per - annum gain for the last five year ; mid - cap value fund 11.4 percent , and large value fund 3.8 percent .
Halfway through the experiment , they have nevertheless become part of the volunteers ' daily routine .	halfway through the experiment , they have nevertheless become part of the volunteer 's daily routine .
Woman would like computer and three - wheeled bike .	woman would like computer and three - wheel bike .
Often , the sores form with the slightest touch , her parents said .	often , the sore form with the slightest touch , she parent say .
That is perfectly legal ( not neccaryly ethical ) and many companies do it .	that be perfectly legal ( not neccaryly ethical ) and many company do it .
The suspended IAS officer had moved an application before the court , alleging that he was being framed for pointing out irregularities in the appointment of teachers in the state .	the suspend ias officer have move a application before the court , allege that he be be fram for point out irregularity in the appointment of teacher in the state .
Regular trains wo n't charge extra if you hop on and off .	regular train will not charge extra if you hop on and off .
When staff noticed rude captions linked to a number of students , they decided to remove those pages from the yearbook .	when staff notice rude caption link to a number of student , they decide to remove those page from the yearbook .
Symonds and Matthew Hayden had major league potential had they started as youngsters in the sport .	Symonds and Matthew Hayden have major league potential have they start as youngster in the sport .
Soda Creek students experienced Ranch Days in conjunction with units about Routt County history .	soda Creek student experience Ranch Days in conjunction with unit about Routt County history .
White and Chicchelly refused to comment Tuesday .	White and chicchelly refuse to comment Tuesday .
The lack of legal clarity has meant that companies have been able to patent pure software , even though the original intention of the directive was to prevent this from happening , said the EP spokesman .	the lack of legal clarity have mean that company have be able to patent pure software , even though the original intention of the directive be to prevent this from happen , say the EP spokesman .
Should school times be staggered for safety reasons ?	should school time be stagger for safety reason ?
His forehead is fractured in several places and his brain and one of his lungs are bruised , she said .	he forehead be fracture in several place and he brain and one of he lung be bruise , she say .
Their reputation is totally vindicated , Loevy said .	they reputation be totally vindicate , Loevy say .
He also was administratively charged with breaking state law , lying and failing to report information to the department in the Jude beating .	he also be administratively charge with break state law , lie and fail to report information to the department in the Jude beating .
The MTA were directed to make certain amendments to their constitution to ensure clubs are directly affiliated to the national body with voting rights , said Elyas .	the MTA be direct to make certain amendment to they constitution to ensure club be directly affiliate to the national body with voting rights , say Elyas .
