word	lemma
After both teams turned the ball over on downs, Minnesota drove 86 yards in 9 plays to score a 14- yard touchdown pass from backup quarterback Bob Lee Voigt.	after both team turn the ball over on downs, Minnesota drive 86 yard in 9 play to score a 14- yard touchdown pass from backup quarterback Bob Lee Voigt.
After Bourgeois left the position to join a convent in 1944, Matisse sometimes contacted her request that she model for him.	after Bourgeois leave the position to join a convent in 1944, Matisse sometimes contact she request that she model for he.
After Brandt and Thorkildsen were divorced in 1948, married the Norwegian- born German writer Rut Hansen same year.	after Brandt and Thorkildsen be divorced in 1948, marry the norwegian- bear german writer Rut Hansen same year.
After centuries of increasingly precise measurements, in 1975 the speed light was known to be main with a measurement uncertainty 4 parts per billion.	after century of increasingly precise measurement, in 1975 the speed light be know to be main with a measurement uncertainty 4 part per billion.
After consulting with his family, Taft agreed and sailed for the United States in December1903.sfn Secretary of War Roosevelt introduces as crown prince: Puck magazine cover 1906.	after consult with he family, Taft agree and sail for the United States in December1903.sfn Secretary of War Roosevelt introduce as crown prince: puck magazine cover 1906.
After Courtaulds ground was closed, Warwickshire played several games at Coventry and North Cricket Club Binley Road.	after Courtaulds ground be close, Warwickshire play several game at Coventry and North Cricket Club Binley Road.
After designing their own fully functional replacement for the TRS- 80 expansion interface( which was never commercialized) company realized that they could do better than justre-designing.	after design they own fully functional replacement for the trs- 80 expansion interface( which be never commercialize) company realize that they could do better than justre-design.
After Donald risks life and limb– something which Scrooge shows little concern for he tends to end up with nothing.	after Donald risk life and limb- something which Scrooge show little concern for he tend to end up with nothing.
After each New Year's Eve, add one year.	after each New Year's Eve, add one year.
After evading his attackers, Quaid is given a suitcase containing money gadgets fake IDs disguise and video recording.	after evade he attacker, Quaid be give a suitcase contain money gadget fake id disguise and video recording.
After first encountering the term and office in Caribbean, conquest- era writers such as Díaz often used it to describe indigenous rulers generally.	after first encounter the term and office in Caribbean, conquest- era writer such as Díaz often use it to describe indigenous ruler generally.
After fledging, the chicks spend first few years of their lives at sea returning to breed about five later.	after fled, the chick spend first few year of they life at sea return to breed about five later.
After further military adventures, however he contracted dysentery in Spain 1370.	after further military adventure, however he contract dysentery in Spain 1370.
After giving birth, the pseudo- penis is stretched and loses much of its original aspects; it becomes a slack walled reduced prepuce with an enlarged orifice split lips.	after give birth, the pseudo- penis be stretch and lose much of its original aspect; it become a slack wall reduce prepuce with a enlarge orifice split lip.
